0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0.0,-559.05,346
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.0,-559.05,445
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0.0,-547.87,73
1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-547.8699999999999,155
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0.0,-546.3899999999999,191
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0.0,-546.39,194
1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-542.16,67
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0.0,-542.1600000000001,45
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0,-535.21,34
1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0.0,-535.2099999999998,85
1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.0,-530.98,15
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0.0,-530.98,26
1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-529.4999999999999,34
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-529.5,30
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0.0,-518.3199999999999,8
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0.0,-518.3199999999999,10
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0.0,-516.96,14
1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0.0,-516.96,9
1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.0,-516.7600000000001,9
0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0.0,-516.76,9
1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.0,-509.69,26
0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0.0,-509.69000000000005,16
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0,-505.78,3
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0.0,-505.78,5
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-505.58000000000004,4
0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0.0,-505.58000000000004,1
1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.0,-504.30000000000007,3
0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0.0,-504.3,5
0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0.0,-504.09999999999997,4
1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0.0,-504.1,6
1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0.0,-502.20000000000005,2
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0.0,-502.2,2
0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-500.07,2
1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-500.07,1
1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-499.87000000000006,1
0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0.0,-499.87000000000006,2
1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0.0,-498.7500000000001,1
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0.0,-498.75000000000006,2
0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0.0,-498.51,5
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-498.51,2
0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0.0,-498.21000000000004,8
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.0,-498.21000000000004,4
0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0.0,-497.0300000000001,9
1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0.0,-497.03000000000003,7
1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-493.12,1
0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0.0,-492.91999999999996,1
1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0.0,-492.91999999999996,1
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-492.8,2
0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-492.8,1
0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0,-492.3500000000001,2
0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.0,-492.0300000000001,5
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0.0,-491.02,1
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0.0,-491.02,3
1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0.0,-488.69000000000005,1
0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0.0,-487.41,1
0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-487.21,1
0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.0,-487.14000000000004,1
1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0.0,-487.14,2
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-487.03000000000003,1
0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0.0,-487.03,3
1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0,-485.85,1
1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.0,-485.55,2
0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0.0,-485.54999999999995,1
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0.0,-485.31,2
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-481.32000000000005,1
0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-481.32,4
1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.0,-480.85,1
0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0.0,-480.85,4
0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0.0,-480.14000000000004,1
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.0,-479.69000000000005,1
1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0.0,-479.69000000000005,2
1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0,-479.37000000000006,1
1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0.0,-478.36,1
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0.0,-475.4600000000001,1
0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0.0,-475.32,1
0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0.0,-475.14000000000004,1
1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.0,-474.90999999999997,1
1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0.0,-474.48,1
0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0.0,-472.14000000000004,2
