0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.9569371223776155,14
0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.9569371223776155,16
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.956877221198701,3
0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.956877221198701,9
1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-7.954044568832044,8
1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-7.954044568832044,13
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-7.953984667653131,3
1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-7.953984667653131,9
0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.9537980508300645,13
0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.9537980508300645,12
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95373814965115,6
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-7.95373814965115,10
0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-7.952391473567795,18
0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-7.952391473567795,16
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-7.952331572388882,13
0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-7.952331572388882,13
1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-7.950905497284493,3
1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-7.950905497284493,6
1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-7.95084559610558,6
1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-7.95084559610558,2
1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-7.9494989200222275,13
1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-7.9494989200222275,18
1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-7.949439018843313,8
1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-7.949439018843313,8
0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-7.949252402020244,20
0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-7.949252402020244,20
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-7.949192500841331,18
