0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,1,1,0.0,-0.6494111662044583,13
0,0,1,0,0,1,0,1,1,0.0,-0.6494111662044583,14
1,0,1,0,0,0,0,1,1,0.0,-0.6494111662044583,18
0,0,1,0,0,1,1,1,1,0.0,-0.6494111662044583,15
1,0,1,0,0,0,1,1,1,0.0,-0.6494111662044583,31
1,0,1,0,1,0,0,1,1,0.0,-0.6494111662044583,20
1,1,1,0,0,0,1,1,0,0.0,-0.6494111662044583,40
0,1,1,0,1,1,0,1,0,0.0,-0.6494111662044583,24
0,1,1,0,1,1,1,1,0,0.0,-0.6494111662044583,38
1,1,1,0,1,0,1,1,0,0.0,-0.6494111662044583,36
0,0,1,0,1,1,0,1,1,0.0,-0.6494111662044583,18
1,1,1,0,1,0,0,1,0,0.0,-0.6494111662044583,36
0,1,1,0,0,1,1,1,0,0.0,-0.6494111662044583,39
1,0,1,0,1,0,1,1,1,0.0,-0.6494111662044583,19
0,1,1,0,0,1,0,1,0,0.0,-0.6494111662044583,26
1,1,1,0,0,0,0,1,0,0.0,-0.6494111662044583,42
0,0,0,1,1,1,0,0,1,0.0,-0.64,8
0,0,0,1,0,1,1,0,1,0.0,-0.64,17
0,1,0,1,0,1,0,0,0,0.0,-0.64,23
1,0,0,1,0,0,0,0,1,0.0,-0.64,20
1,0,0,1,0,0,1,0,1,0.0,-0.64,25
0,0,0,1,1,1,1,0,1,0.0,-0.64,16
0,0,0,1,0,1,0,0,1,0.0,-0.64,18
0,1,0,1,0,1,1,0,0,0.0,-0.64,25
1,1,0,1,0,0,1,0,0,0.0,-0.64,43
1,0,0,1,1,0,0,0,1,0.0,-0.64,21
1,0,0,1,1,0,1,0,1,0.0,-0.64,23
1,1,0,1,1,0,0,0,0,0.0,-0.64,34
1,1,0,1,1,0,1,0,0,0.0,-0.64,33
1,1,0,1,0,0,0,0,0,0.0,-0.64,47
0,1,0,1,1,1,1,0,0,0.0,-0.64,24
0,1,0,1,1,1,0,0,0,0.0,-0.64,24
1,0,1,0,0,0,1,0,1,0.0,-0.6,3
0,0,1,0,1,1,1,0,1,0.0,-0.6,2
0,0,1,0,0,1,1,0,1,0.0,-0.6,5
0,0,1,0,1,1,0,0,1,0.0,-0.6,3
1,1,1,0,1,0,1,0,0,0.0,-0.6,7
1,0,1,0,1,0,1,0,1,0.0,-0.6,7
0,1,1,0,0,1,1,0,0,0.0,-0.6,4
1,0,1,0,1,0,0,0,1,0.0,-0.6,9
0,1,1,0,1,1,1,0,0,0.0,-0.6,7
1,1,1,0,0,0,1,0,0,0.0,-0.6,5
1,1,1,0,0,0,0,0,0,0.0,-0.6,8
1,0,1,0,0,0,0,0,1,0.0,-0.6,1
0,1,1,0,1,1,0,0,0,0.0,-0.6,6
0,1,1,0,0,1,0,0,0,0.0,-0.6,10
0,0,1,0,0,1,0,0,1,0.0,-0.6,3
1,1,1,0,1,0,0,0,0,0.0,-0.6,20
0,0,0,1,0,1,1,1,1,0.0,-0.5902101005813071,1
1,0,0,1,0,0,0,1,1,0.0,-0.5902101005813071,1
1,0,0,1,1,0,1,1,1,0.0,-0.5902101005813071,1
0,0,0,1,1,1,1,1,1,0.0,-0.5902101005813071,2
1,1,0,1,0,0,1,1,0,0.0,-0.5902101005813071,3
1,0,0,1,0,0,1,1,1,0.0,-0.5902101005813071,1
0,0,0,1,0,1,0,1,1,0.0,-0.5902101005813071,1
0,0,0,1,1,1,0,1,1,0.0,-0.5902101005813071,3
1,0,0,1,1,0,0,1,1,0.0,-0.5902101005813071,2
0,1,0,1,1,1,0,1,0,0.0,-0.5902101005813071,4
1,1,0,1,1,0,0,1,0,0.0,-0.5902101005813071,1
1,1,0,1,0,0,0,1,0,0.0,-0.5902101005813071,3
0,1,0,1,1,1,1,1,0,0.0,-0.5902101005813071,3
1,1,0,1,1,0,1,1,0,0.0,-0.5902101005813071,2
0,1,0,1,0,1,0,1,0,0.0,-0.5902101005813071,3
1,1,1,0,0,1,1,1,0,0.0,-0.544540631551284,1
1,1,1,0,1,1,1,1,0,0.0,-0.544540631551284,4
1,1,1,0,1,1,0,1,0,0.0,-0.544540631551284,3
1,0,1,0,0,1,1,1,1,0.0,-0.544540631551284,1
1,0,1,1,1,0,0,0,1,0.0,-0.5400302387104152,1
0,1,1,1,0,1,0,0,0,0.0,-0.5400302387104152,2
0,0,1,1,1,1,1,0,1,0.0,-0.5400302387104152,2
1,0,1,1,0,0,0,0,1,0.0,-0.5400302387104152,3
0,1,1,1,1,1,1,0,0,0.0,-0.5400302387104152,1
0,1,1,1,0,1,1,0,0,0.0,-0.5400302387104152,1
1,0,1,1,1,0,1,0,1,0.0,-0.5400302387104152,1
1,0,0,0,0,0,1,1,1,0.0,-0.54,1
0,1,1,0,1,0,0,1,0,0.0,-0.5394111662044583,2
0,0,1,0,1,0,0,1,1,0.0,-0.5394111662044583,3
1,0,0,1,1,1,1,0,1,0.0,-0.5351294653468257,1
1,0,0,1,0,1,1,0,1,0.0,-0.5351294653468257,3
1,0,0,1,1,1,0,0,1,0.0,-0.5351294653468257,1
1,1,0,1,1,1,0,0,0,0.0,-0.5351294653468257,2
0,0,0,1,1,0,1,0,1,0.0,-0.53,1
1,1,1,0,1,1,1,0,0,0.0,-0.49512946534682567,1
1,1,1,0,0,1,0,0,0,0.0,-0.49512946534682567,1
0,0,1,0,0,0,1,0,1,0.0,-0.49,1
0,0,0,1,1,0,0,1,1,0.0,-0.4802101005813071,1
1,1,1,1,0,1,1,0,0,0.0,-0.43515970405724097,1
