0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-7.537634476255154,22
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.0,-7.53521034674767,8
0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.5348341640848755,28
1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.0,-7.534780970843006,20
0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.0,-7.53241003457739,8
1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0.0,-7.532356841335521,6
0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-7.531980658672727,26
1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-7.531819105320681,27
0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0.0,-7.529556529165243,8
1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-7.5293949758131955,10
0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0.0,-7.529018793150402,22
1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0.0,-7.528965599908531,17
0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0.0,-7.526594663642917,11
1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-7.526541470401048,7
0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-7.5261652877382526,26
1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-7.524780970843006,12
0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0.0,-7.523741158230769,9
1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.0,-7.523171957507804,13
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.0,-7.5223568413355215,3
0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-7.521980658672727,19
