0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,0.0,-0.5700000000000001,93
0,1,0,1,1,0,0.0,-0.5700000000000001,79
1,0,1,0,1,0,0.0,-0.5700000000000001,61
0,1,1,0,1,0,0.0,-0.5700000000000001,69
1,0,1,0,0,1,0.0,-0.5700000000000001,164
1,0,0,1,0,1,0.0,-0.5700000000000001,178
0,1,1,0,0,1,0.0,-0.5700000000000001,147
0,1,0,1,0,1,0.0,-0.5700000000000001,188
1,0,1,0,1,1,0.0,-0.43320311167429837,1
1,0,0,1,1,1,0.0,-0.43320311167429837,1
0,1,0,1,1,1,0.0,-0.43320311167429837,2
0,1,1,0,1,1,0.0,-0.43320311167429837,1
1,0,1,0,0,0,0.0,-0.43000000000000005,2
1,0,0,1,0,0,0.0,-0.43000000000000005,1
0,1,1,1,1,0,0.0,-0.42190337788895993,2
1,0,1,1,1,0,0.0,-0.42190337788895993,1
1,0,1,1,0,1,0.0,-0.42190337788895993,3
0,1,1,1,0,1,0.0,-0.42190337788895993,2
1,0,0,0,0,1,0.0,-0.42000000000000004,2
1,1,1,0,0,1,0.0,-0.2883652633667583,1
1,1,0,1,1,0,0.0,-0.2883652633667583,1
1,1,0,1,0,1,0.0,-0.2883652633667583,1
