0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-2.7997771188031977,12
0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,-2.7997771188031977,12
0,1,1,1,0,0,1,0,0,0,0,1,0,0.0,-2.7997771188031977,21
0,1,1,1,0,0,0,1,0,0,0,1,1,0.0,-2.7997771188031977,17
0,1,1,1,0,0,1,0,1,1,1,0,1,0.0,-2.7974679459184095,15
0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-2.7974679459184095,27
0,1,1,1,0,0,0,1,1,1,1,0,1,0.0,-2.7974679459184095,19
0,1,1,1,0,0,1,0,1,1,1,0,0,0.0,-2.7974679459184095,29
0,1,1,0,1,1,0,1,0,0,0,1,1,0.0,-2.795417194809131,17
0,1,1,0,1,1,0,1,0,0,0,1,0,0.0,-2.795417194809131,10
0,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-2.795417194809131,19
0,1,1,0,1,1,1,0,0,0,0,1,0,0.0,-2.795417194809131,24
0,1,1,0,1,1,0,1,1,1,1,0,0,0.0,-2.7931080219243425,28
0,1,1,0,1,1,1,0,1,1,1,0,0,0.0,-2.7931080219243425,15
0,1,1,0,1,1,0,1,1,1,1,0,1,0.0,-2.7931080219243425,18
0,1,1,0,1,1,1,0,1,1,1,0,1,0.0,-2.7931080219243425,22
1,0,0,1,0,0,0,1,0,0,0,1,1,0.0,-2.79,14
1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,-2.79,24
1,0,0,1,0,0,1,0,0,0,0,1,1,0.0,-2.79,8
1,0,0,1,0,0,1,0,0,0,0,1,0,0.0,-2.79,15
1,0,0,1,0,0,1,0,1,1,1,0,1,0.0,-2.7876908271152114,9
1,0,0,1,0,0,0,1,1,1,1,0,1,0.0,-2.7876908271152114,16
1,0,0,1,0,0,1,0,1,1,1,0,0,0.0,-2.7876908271152114,24
1,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-2.7876908271152114,19
1,0,0,0,1,1,1,0,0,0,0,1,0,0.0,-2.7856400760059334,8
1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-2.7856400760059334,13
1,0,0,0,1,1,0,1,0,0,0,1,1,0.0,-2.7856400760059334,16
1,0,0,0,1,1,0,1,0,0,0,1,0,0.0,-2.7856400760059334,7
1,0,0,0,1,1,0,1,1,1,1,0,1,0.0,-2.7833309031211453,17
1,0,0,0,1,1,0,1,1,1,1,0,0,0.0,-2.7833309031211453,20
1,0,0,0,1,1,1,0,1,1,1,0,1,0.0,-2.7833309031211453,20
1,0,0,0,1,1,1,0,1,1,1,0,0,0.0,-2.7833309031211453,11
0,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-2.7297771188031974,2
0,1,1,0,0,1,0,1,0,0,0,1,0,0.0,-2.7297771188031974,4
0,1,1,0,0,1,0,1,0,0,0,1,1,0.0,-2.7297771188031974,3
0,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-2.7297771188031974,7
0,1,1,1,1,0,1,0,0,0,0,1,1,0.0,-2.7280140377811293,1
0,1,1,1,1,0,0,1,0,0,0,1,0,0.0,-2.7280140377811293,3
0,1,1,1,1,0,1,0,0,0,0,1,0,0.0,-2.7280140377811293,8
0,1,1,1,1,0,0,1,0,0,0,1,1,0.0,-2.7280140377811293,7
0,1,1,0,0,1,0,1,1,1,1,0,1,0.0,-2.7274679459184092,2
0,1,1,0,0,1,1,0,1,1,1,0,0,0.0,-2.7274679459184092,3
0,1,1,0,0,1,1,0,1,1,1,0,1,0.0,-2.7274679459184092,2
0,1,1,0,0,1,0,1,1,1,1,0,0,0.0,-2.7274679459184092,6
0,1,1,1,1,0,1,0,1,1,1,0,1,0.0,-2.7257048648963407,3
0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,-2.7257048648963407,8
0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,-2.7257048648963407,8
0,1,1,1,1,0,1,0,1,1,1,0,0,0.0,-2.7257048648963407,8
0,1,1,1,0,0,1,0,0,0,1,1,0,0.0,-2.7216487641154736,1
0,1,1,1,0,0,1,0,0,0,1,1,1,0.0,-2.7216487641154736,5
0,1,1,1,0,0,0,1,0,0,1,1,1,0.0,-2.7216487641154736,3
0,1,1,1,0,0,0,1,0,0,1,1,0,0.0,-2.7216487641154736,3
1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-2.7199999999999998,6
1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-2.7199999999999998,2
1,0,0,0,0,1,1,0,0,0,0,1,1,0.0,-2.7199999999999998,4
1,0,0,0,0,1,0,1,0,0,0,1,1,0.0,-2.7199999999999998,2
1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,-2.7182369189779316,5
