0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,0,0.0,-0.25,21
1,0,1,1,0,0,0.0,-0.25,18
0,1,1,1,0,0,0.0,-0.25,25
0,0,1,1,1,0,0.0,-0.25,16
1,1,1,1,1,0,0.0,-0.25,34
1,1,0,1,0,1,0.0,-0.25,26
1,0,0,1,0,1,0.0,-0.25,30
0,0,0,1,0,1,0.0,-0.25,34
0,1,0,1,0,1,0.0,-0.25,38
1,1,0,1,1,1,0.0,-0.25,34
1,1,1,1,0,0,0.0,-0.25,19
0,1,0,0,0,1,0.0,-0.25,33
1,1,1,0,0,0,0.0,-0.25,18
0,1,0,1,1,1,0.0,-0.25,39
0,0,0,1,1,1,0.0,-0.25,36
0,0,0,0,1,1,0.0,-0.25,53
0,0,1,0,0,0,0.0,-0.25,25
0,0,0,0,0,1,0.0,-0.25,36
1,1,0,0,0,1,0.0,-0.25,36
0,0,1,1,0,0,0.0,-0.25,26
1,0,0,0,1,1,0.0,-0.25,29
1,0,0,0,0,1,0.0,-0.25,33
0,0,1,0,1,0,0.0,-0.25,20
0,1,1,0,0,0,0.0,-0.25,34
1,0,1,0,1,0,0.0,-0.25,23
0,1,1,0,1,0,0.0,-0.25,36
1,0,0,1,1,1,0.0,-0.25,32
0,1,0,0,1,1,0.0,-0.25,55
1,0,1,1,1,0,0.0,-0.25,24
1,1,1,0,1,0,0.0,-0.25,33
0,1,1,1,1,0,0.0,-0.25,38
1,1,0,0,1,1,0.0,-0.25,46
