0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-2196.04,338
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-2196.0399999999995,406
1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-2190.4000000000005,284
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-2190.3999999999996,472
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0.0,-2141.93,119
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0,-2141.9299999999994,90
1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0,-2080.81,34
0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0.0,-2080.8099999999995,9
0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-2073.4900000000002,14
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-2073.49,21
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0.0,-2066.91,7
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0.0,-2066.91,25
1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-2053.1200000000003,11
0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-2053.12,7
0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.0,-2037.0499999999997,16
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-2037.0500000000002,17
1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-2022.3200000000002,13
0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-2022.3199999999997,8
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-2018.1000000000001,1
0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-2018.1000000000004,5
0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0,-2014.0200000000004,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0.0,-2008.02,4
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0.0,-2008.0200000000002,2
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0.0,-2001.23,1
0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-1995.9,3
1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-1995.8999999999999,2
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0.0,-1984.1400000000008,1
1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-1979.7000000000007,5
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0.0,-1972.7800000000002,3
1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1964.4299999999994,13
0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0,-1963.58,2
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0.0,-1959.8299999999997,4
1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-1959.8300000000004,2
1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1956.65,2
0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-1955.5300000000002,1
0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0.0,-1954.4599999999996,3
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0.0,-1949.78,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0.0,-1949.7799999999997,1
0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0.0,-1947.1000000000001,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0.0,-1934.4899999999993,2
1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0.0,-1933.03,1
0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0.0,-1929.3599999999994,2
0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-1926.789999999999,2
1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,-1920.5000000000002,1
1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1919.5899999999997,3
1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-1914.9400000000007,1
0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.0,-1911.2999999999993,2
1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0.0,-1902.0900000000001,1
1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.0,-1897.0100000000002,1
0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-1894.8099999999995,1
0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0.0,-1882.8400000000004,1
1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0.0,-1881.9399999999996,3
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0.0,-1881.9399999999996,1
1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-1872.8799999999997,1
0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.0,-1862.9199999999996,1
1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1858.1999999999998,2
0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.05,-2190.3999999999996,1
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,-1853.3699999999997,1
0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.0,-1853.3699999999994,1
1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0.0,-1841.589999999999,1
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-1834.85,1
0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0.0,-1834.2199999999998,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0.0,-1826.97,1
1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1824.55,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.05,-2196.04,1
1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-1807.5100000000002,1
1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0.0,-1806.1399999999999,1
1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-1805.2699999999995,1
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,-1800.8599999999997,1
0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.0,-1791.5899999999992,1
0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0.05,-2037.0499999999997,1
0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0.0,-1773.62,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.05,-2196.04,1
0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0.0,-1744.27,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0.05,-2196.04,1
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0.05,-1714.9599999999994,1
0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0.0,-1676.7699999999995,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0.0,-1667.0499999999997,1
0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0.0,-1663.3299999999995,1
1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-1653.2099999999996,1
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0,-1597.1699999999998,1
