0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-1426.5199999999998,221
0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0.0,-1426.520000000001,344
0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0.0,-1407.0299999999997,351
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0.0,-1407.0299999999995,236
0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.0,-1388.48,244
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0.0,-1388.4799999999996,151
1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0.0,-1385.0099999999995,40
0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0.0,-1385.0100000000004,56
0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0.0,-1355.1100000000001,63
1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0.0,-1355.1099999999997,28
0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0.0,-1341.5000000000005,33
1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0.0,-1341.499999999999,9
1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0.0,-1337.33,15
0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0.0,-1337.3300000000004,29
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0,-1328.3399999999997,34
0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0.0,-1328.34,45
0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0.0,-1308.4400000000003,30
1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-1308.44,14
0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0.0,-1302.04,9
1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.0,-1302.0399999999995,8
0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-1291.27,3
1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0.0,-1291.2699999999998,3
0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0,-1263.5900000000001,1
1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0.0,-1263.5899999999995,1
0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0.0,-1262.7100000000005,4
0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.0625,-1388.48,3
1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0.0,-1257.3899999999999,3
0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0.0,-1257.39,6
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0.0625,-1407.0299999999995,1
1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0.0,-1226.3499999999997,4
0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-1222.9499999999998,1
1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0.0,-1219.2199999999998,1
0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-1214.9399999999996,1
1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0.0,-1205.8299999999997,2
0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0.0,-1191.0600000000002,1
1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,-1180.51,1
1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0.0,-1177.6399999999996,1
0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0.0,-1144.83,1
0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0.0625,-1308.4400000000003,1
1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0.0,-1099.4499999999996,1
