0,1,2,3,chain_break_fraction,energy,num_occurrences
1,0,0,0,0.0,-184.81,805
0,1,1,1,0.0,-184.81,1189
1,1,0,0,0.0,-116.8,1
0,0,1,1,0.0,-116.8,2
0,1,0,1,0.0,-112.75,2
1,0,1,0,0.0,-112.74999999999999,1
