0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.0,-1742.37,610
1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-1742.3700000000006,846
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-1693.0600000000004,222
0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.0,-1693.0599999999997,115
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-1654.6100000000004,37
0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-1654.61,30
0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-1645.23,24
1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.0,-1645.2300000000002,47
1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0.058823529411764705,-1742.3700000000006,2
1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0.0,-1589.56,6
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-1589.56,7
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-1575.7999999999997,1
1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0.0,-1575.8000000000006,2
1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0.0,-1569.4100000000003,1
0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0.0,-1569.4099999999996,2
0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0.0,-1529.4799999999998,4
1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0.0,-1529.4799999999998,15
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0.058823529411764705,-1693.0600000000004,1
1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-1507.3500000000001,5
0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.0,-1507.35,2
0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0.0,-1488.02,1
1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-1488.0200000000002,2
0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0.0,-1486.2899999999997,1
1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-1486.2900000000006,1
1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0.058823529411764705,-1654.6100000000004,1
1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0.0,-1464.6000000000001,1
0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-1437.6999999999998,1
1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-1437.7,1
1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-1435.9700000000003,2
0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-1435.8499999999995,1
0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0.0,-1419.9199999999996,1
1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-1419.6799999999998,1
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0.0,-1393.220000000001,2
0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0.0,-1391.9799999999996,1
0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0.0,-1387.8099999999997,1
1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.058823529411764705,-1447.0600000000004,1
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0.0,-1303.6400000000003,1
1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0.0,-1218.6299999999999,1
