0,1,2,3,4,chain_break_fraction,energy,num_occurrences
1,0,0,0,1,0.0,-303.53999999999996,1303
0,1,1,1,0,0.0,-303.54,685
0,1,1,1,1,0.0,-239.26000000000005,2
1,0,0,0,0,0.0,-239.26,8
0,0,0,1,1,0.0,-193.20000000000002,2
