0,1,2,3,4,5,6,7,8,9,10,11,12,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,1,0,0,0,1,0,0,0,0.0,-4.5752266900734,14
1,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-4.5752266900734,23
1,1,1,0,0,1,0,0,1,1,0,0,1,0.0,-4.574637856277858,21
1,1,1,0,0,1,0,0,1,1,0,0,0,0.0,-4.574637856277858,29
1,0,0,1,1,0,1,0,0,0,1,0,0,0.0,-4.571585482732045,20
1,0,0,1,1,0,1,0,0,0,1,0,1,0.0,-4.571585482732045,19
1,1,0,0,1,0,1,0,1,0,1,0,1,0.0,-4.570996648936503,57
1,1,0,0,1,0,1,0,1,0,1,0,0,0.0,-4.570996648936503,52
0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,-4.5694113191389265,15
0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,-4.5694113191389265,23
0,1,1,0,0,1,0,1,1,1,0,1,0,0.0,-4.568822485343384,51
0,1,1,0,0,1,0,1,1,1,0,1,1,0.0,-4.568822485343384,27
0,0,0,1,1,0,1,1,0,0,1,1,0,0.0,-4.565770111797571,33
0,0,0,1,1,0,1,1,0,0,1,1,1,0.0,-4.565770111797571,39
0,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-4.565181278002029,65
0,1,0,0,1,0,1,1,1,0,1,1,1,0.0,-4.565181278002029,66
1,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-4.505649569267045,7
1,0,1,1,0,1,0,0,0,1,1,0,0,0.0,-4.505649569267045,6
1,1,1,0,0,1,0,0,1,1,1,0,0,0.0,-4.505060735471503,10
1,1,1,0,0,1,0,0,1,1,1,0,1,0.0,-4.505060735471503,17
1,0,0,1,1,0,1,0,0,0,0,0,1,0.0,-4.502148582090049,4
1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,-4.502148582090049,3
1,1,0,0,1,0,1,0,1,0,0,0,1,0.0,-4.501559748294507,13
1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,-4.501559748294507,13
0,0,1,1,0,1,0,1,0,1,1,1,0,0.0,-4.499834198332572,7
0,0,1,1,0,1,0,1,0,1,1,1,1,0.0,-4.499834198332572,14
