0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,0,1,0,1,0.0,-1.15,20
0,1,1,0,0,1,0,1,1,0,0.0,-1.15,25
0,1,1,0,0,1,1,0,0,1,0.0,-1.15,15
0,1,1,0,0,1,1,0,1,0,0.0,-1.15,21
0,1,1,0,0,0,1,0,0,1,0.0,-1.15,18
0,1,1,0,0,0,0,1,0,1,0.0,-1.15,29
0,1,1,0,0,0,0,1,1,0,0.0,-1.15,45
1,0,1,0,0,0,1,0,0,1,0.0,-1.15,25
1,0,1,0,0,1,1,0,1,0,0.0,-1.15,44
1,0,1,0,0,1,0,1,1,0,0.0,-1.15,30
1,0,1,0,0,1,1,0,0,1,0.0,-1.15,27
1,0,1,0,0,0,0,1,0,1,0.0,-1.15,31
1,0,1,0,0,0,1,0,1,0,0.0,-1.15,24
0,1,1,0,0,0,1,0,1,0,0.0,-1.15,30
1,0,1,0,0,0,0,1,1,0,0.0,-1.15,46
0,1,1,0,0,1,0,1,0,1,0.0,-1.15,21
0,1,0,1,1,1,1,0,0,1,0.0,-1.14419063731392,8
1,0,0,1,1,1,0,1,1,0,0.0,-1.14419063731392,18
1,0,0,1,1,0,0,1,0,1,0.0,-1.14419063731392,26
1,0,0,1,1,1,0,1,0,1,0.0,-1.14419063731392,12
1,0,0,1,1,1,1,0,0,1,0.0,-1.14419063731392,17
1,0,0,1,1,1,1,0,1,0,0.0,-1.14419063731392,22
1,0,0,1,1,0,0,1,1,0,0.0,-1.14419063731392,38
0,1,0,1,1,1,0,1,1,0,0.0,-1.14419063731392,22
0,1,0,1,1,1,1,0,1,0,0.0,-1.14419063731392,22
0,1,0,1,1,0,0,1,0,1,0.0,-1.14419063731392,11
1,0,0,1,1,0,1,0,0,1,0.0,-1.14419063731392,16
1,0,0,1,1,0,1,0,1,0,0.0,-1.14419063731392,33
0,1,0,1,1,0,1,0,0,1,0.0,-1.14419063731392,8
0,1,0,1,1,0,1,0,1,0,0.0,-1.14419063731392,19
0,1,0,1,1,1,0,1,0,1,0.0,-1.14419063731392,9
0,1,0,1,1,0,0,1,1,0,0.0,-1.14419063731392,22
1,0,0,0,1,1,1,0,0,1,0.0,-1.1099999999999999,6
0,1,0,0,1,1,0,1,1,0,0.0,-1.1099999999999999,7
0,1,0,0,1,1,1,0,1,0,0.0,-1.1099999999999999,3
0,1,0,0,1,0,1,0,0,1,0.0,-1.1099999999999999,6
1,0,0,0,1,0,0,1,0,1,0.0,-1.1099999999999999,2
0,1,0,0,1,1,0,1,0,1,0.0,-1.1099999999999999,3
0,1,0,0,1,0,1,0,1,0,0.0,-1.1099999999999999,6
1,0,0,0,1,1,0,1,0,1,0.0,-1.1099999999999999,9
1,0,0,0,1,1,1,0,1,0,0.0,-1.1099999999999999,12
1,0,0,0,1,0,1,0,1,0,0.0,-1.1099999999999999,15
1,0,0,0,1,0,0,1,1,0,0.0,-1.1099999999999999,14
1,0,0,0,1,1,0,1,1,0,0.0,-1.1099999999999999,17
0,1,0,0,1,0,0,1,1,0,0.0,-1.1099999999999999,10
0,1,0,0,1,1,1,0,0,1,0.0,-1.1099999999999999,6
0,1,0,0,1,0,0,1,0,1,0.0,-1.1099999999999999,14
1,0,0,0,1,0,1,0,0,1,0.0,-1.1099999999999999,12
0,1,1,1,0,1,1,0,0,1,0.0,-1.1091740573976585,1
