0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,chain_break_fraction,energy,num_occurrences
1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-6.757394136963432,40
1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.0,-6.75521034674767,14
0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-6.754593824793154,23
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.0,-6.754540631551284,29
0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.0,-6.752410034577391,4
1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0.0,-6.752356841335522,22
0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-6.751740319381005,16
1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-6.751578766028958,19
0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0.0,-6.749556529165243,3
1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-6.749394975813196,6
0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0.0,-6.748778453858679,6
1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0.0,-6.74872526061681,15
0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0.0,-6.7465946636429175,2
1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-6.746541470401047,7
0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-6.745924948446532,8
1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-6.744540631551284,30
0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0.0,-6.74374115823077,1
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.0,-6.742931618216082,29
1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.0,-6.742356841335521,9
0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0.0,-6.741740319381005,16
1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0.0,-6.74074782800032,18
0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-6.740131306045803,19
0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.0,-6.7395565291652435,8
1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-6.738725260616809,10
0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0.0,-6.73794751583004,3
1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0.0,-6.737116247281607,11
1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-6.736541470401047,6
0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0.0,-6.735924948446532,5
1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0.0,-6.734932457065845,5
0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-6.734315935111328,10
0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0.0,-6.73374115823077,3
0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0.0,-6.732132144895567,8
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0.0,-6.657982970758974,9
1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0.0,-6.65535576058047,8
0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0.0,-6.655182658588695,4
1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.0,-6.655129465346826,13
0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0,-6.652555448410191,5
1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0.0,-6.652502255168322,6
0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-6.652329153176547,5
1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-6.6521675998245,5
0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-6.6497019429980435,1
0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0.0,-6.649367287654221,2
1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0.0,-6.649314094412352,4
