0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0.0,-9.28973925822035,11
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0.0,-9.28693894605007,19
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-9.28684670467478,6
0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0.0,-9.28519360941053,48
1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0.0,-9.2840463925045,5
0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-9.28239329724025,32
1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.0,-9.28230105586496,43
1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0.0,-9.27950074369468,18
0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0.0,-9.227333915347677,20
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0,-9.226167423282398,4
0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-9.224533603177395,18
1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0,-9.224441361802107,13
0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0.0,-9.223367111112116,11
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-9.223274869736827,9
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0.0,-9.221641049631826,8
1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,-9.220474557566547,2
0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-9.17693894605007,1
0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0.0,-9.175280655609445,1
1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0.0,-9.1740463925045,1
0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0.0,-9.17239329724025,9
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0.0,-9.172388102063874,1
0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0.0,-9.170735006799625,13
1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0.0,-9.16950074369468,8
1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-9.167842453254053,11
0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0.0,-9.164462324712307,16
0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-9.161662012542028,11
1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0,-9.16156977116674,10
0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0.0,-9.16083367585312,9
1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0.0,-9.158769458996458,9
0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0.0,-9.158033363682838,2
1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,-9.157941122307548,10
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.0,-9.155140810137269,3
0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0.0,-9.154032351769729,15
0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0.0,-9.151232039599448,17
