0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,0,1,1,1,0.0,-5.598224153308393,121
1,0,1,1,0,1,0,1,0,0,0,0.0,-5.585893330795043,126
1,1,0,0,1,0,1,0,0,1,1,0.0,-5.524147590210224,34
0,0,1,1,0,1,0,1,1,0,0,0.0,-5.5044398249666475,71
0,1,0,1,1,0,1,0,0,1,1,0.0,-5.502946909051743,36
1,1,0,0,1,0,1,0,1,1,1,0.0,-5.498617643838554,28
0,1,0,0,1,0,0,0,1,1,1,0.0,-5.494610675226798,52
0,1,0,0,1,0,1,0,0,1,1,0.0,-5.492114129625231,25
1,0,1,1,0,1,1,1,0,0,0,0.0,-5.491793515893054,30
1,0,1,0,0,1,0,1,1,0,0,0.0,-5.48836002994517,46
0,0,1,1,0,1,0,1,0,0,0,0.0,-5.48,47
1,0,1,1,0,1,0,1,1,0,0,0.0,-5.4786931857068595,55
0,1,0,0,0,0,1,0,1,1,1,0.0,-5.434596107521048,14
1,0,1,1,1,1,0,1,0,0,0,0.0,-5.427193287987276,25
1,1,0,0,1,0,0,0,0,1,1,0.0,-5.42053411212863,11
1,0,1,1,1,0,1,1,0,0,0,0.0,-5.411020725038751,24
0,0,1,1,0,1,1,1,1,0,0,0.0,-5.410340010064658,21
0,1,0,0,0,1,0,0,1,1,1,0.0,-5.400828320302118,11
0,1,0,1,1,0,0,0,0,1,1,0.0,-5.399333430970149,12
1,1,0,0,1,0,0,0,1,1,1,0.0,-5.39500416575696,12
1,0,1,0,0,1,1,1,1,0,0,0.0,-5.394260215043181,6
0,1,0,0,1,0,0,0,0,1,1,0.0,-5.388500651543637,5
0,0,1,1,0,1,1,1,0,0,0,0.0,-5.385900185098011,13
1,0,1,1,0,1,1,1,1,0,0,0.0,-5.38459337080487,8
1,1,0,0,0,0,1,0,0,1,1,0.0,-5.360519544422879,4
0,0,1,1,1,1,0,1,1,0,0,0.0,-5.345739782158878,19
0,1,0,1,0,0,1,0,0,1,1,0.0,-5.339318863264398,9
1,1,0,0,0,0,1,0,1,1,1,0.0,-5.33498959805121,3
1,0,1,0,1,1,0,1,1,0,0,0.0,-5.329659987137401,11
0,0,1,1,1,0,1,1,1,0,0,0.0,-5.329567219210354,13
0,1,0,0,0,0,1,0,0,1,1,0.0,-5.328486083837887,4
1,1,0,0,0,1,0,0,0,1,1,0.0,-5.326751757203949,4
0,0,1,1,1,1,0,1,0,0,0,0.0,-5.321299957192231,5
1,0,1,1,1,1,0,1,1,0,0,0.0,-5.319993142899092,7
1,0,1,0,1,0,1,1,1,0,0,0.0,-5.313487424188876,10
0,1,0,1,0,1,0,0,0,1,1,0.0,-5.305551076045468,5
0,0,1,1,1,0,1,1,0,0,0,0.0,-5.305127394243707,6
1,0,1,1,1,0,1,1,1,0,0,0.0,-5.3038205799505675,5
1,1,0,0,0,1,0,0,1,1,1,0.0,-5.3012218108322795,4
0,1,0,0,0,1,0,0,0,1,1,0.0,-5.2947182966189565,3
1,0,1,1,1,1,1,1,0,0,0,0.0,-5.198220867328994,1
1,0,0,1,1,0,1,1,0,1,1,0.0,-5.1670464501325215,4
0,1,1,0,0,1,0,0,1,0,0,0.0,-5.1461100236831605,5
0,0,1,1,1,1,1,1,1,0,0,0.0,-5.116767361500596,2
1,0,1,0,1,1,1,1,1,0,0,0.0,-5.1006875664791185,3
0,0,1,1,1,1,1,1,0,0,0,0.0,-5.092327536533949,2
0,1,0,0,0,0,0,0,0,1,1,0.0,-5.09,2
1,1,1,0,0,1,0,0,0,0,0,0.0,-5.0720334605849935,1
1,0,0,0,1,0,1,1,1,1,1,0.0,-5.069513149282648,1
1,0,0,1,1,0,0,1,0,1,1,0.0,-5.0634329720509275,2
0,0,0,1,1,0,1,1,0,1,1,0.0,-5.061153119337479,2
1,0,0,1,1,0,1,1,1,1,1,0.0,-5.059846305044338,1
0,1,1,0,0,1,1,0,1,0,0,0.0,-5.052010208781171,3
1,1,1,0,0,1,0,0,1,0,0,0.0,-5.046503514213324,2
0,1,1,0,0,1,0,0,0,0,0,0.0,-5.040000000000001,2
1,0,1,1,0,0,1,1,0,0,0,0.0,-5.005893330795043,1
0,1,1,0,1,1,0,0,1,0,0,0.0,-4.987409980875393,2
0,0,0,1,1,0,0,1,1,1,1,0.0,-4.981979466222531,3
1,0,0,1,0,1,0,1,0,1,1,0.0,-4.969650617126247,2
1,0,0,0,1,0,0,1,1,1,1,0.0,-4.965899671201053,1
1,0,0,1,1,0,0,1,1,1,1,0.0,-4.956232826962744,2
1,1,1,0,0,1,1,0,1,0,0,0.0,-4.9524036993113345,1
1,0,1,0,0,0,1,1,1,0,0,0.0,-4.90836002994517,1
1,1,1,0,1,0,1,0,0,0,0,0.0,-4.8971608548287,1
0,1,1,0,1,0,1,0,0,0,0,0.0,-4.865127394243707,1
1,1,0,1,1,0,1,0,0,1,1,0.0,-4.8408737004317794,1
0,0,1,0,0,1,0,1,1,0,0,0.0,-4.82,1
0,1,1,0,1,1,0,1,1,0,0,0.0,-4.723509293219623,1
0,0,0,1,0,0,0,1,1,1,1,0.0,-4.683478814678893,1
1,0,0,1,1,0,0,1,0,1,0,0.0,-4.674393982338681,1
0,1,0,1,0,0,1,0,1,1,1,0.0,-4.659868711914206,1
0,1,1,0,0,1,0,0,0,0,1,0.0,-4.659630602314898,1
