0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,1,0.0,-0.02,27
0,0,1,1,1,0,0.0,-0.02,23
0,0,1,0,1,1,0.0,-0.02,16
0,1,0,0,1,1,0.0,-0.02,28
1,0,1,0,1,1,0.0,-0.02,33
0,1,0,0,1,0,0.0,-0.02,26
1,1,0,1,1,1,0.0,-0.02,26
0,0,1,1,1,1,0.0,-0.02,20
1,1,0,1,1,0,0.0,-0.02,41
1,0,1,1,1,1,0.0,-0.02,28
1,0,1,0,0,1,0.0,-0.02,37
1,1,0,1,0,1,0.0,-0.02,30
1,1,0,1,0,0,0.0,-0.02,35
0,1,0,0,0,0,0.0,-0.02,35
0,0,1,0,0,0,0.0,-0.02,45
1,1,0,0,1,1,0.0,-0.02,37
1,0,1,0,1,0,0.0,-0.02,37
0,0,1,0,1,0,0.0,-0.02,23
0,0,1,1,0,0,0.0,-0.02,24
1,0,1,1,1,0,0.0,-0.02,38
1,1,0,0,1,0,0.0,-0.02,31
0,0,1,1,0,1,0.0,-0.02,31
0,1,0,1,0,0,0.0,-0.02,28
0,1,0,1,0,1,0.0,-0.02,26
1,0,1,1,0,0,0.0,-0.02,36
0,1,0,0,0,1,0.0,-0.02,29
0,1,0,1,1,1,0.0,-0.02,20
1,1,0,0,0,0,0.0,-0.02,39
0,1,0,1,1,0,0.0,-0.02,34
1,0,1,1,0,1,0.0,-0.02,36
1,0,1,0,0,0,0.0,-0.02,37
1,1,0,0,0,1,0.0,-0.02,44
