0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0.0,-0.1,19
1,1,1,1,0,0,0.0,-0.1,26
1,1,1,0,1,0,0.0,-0.1,18
1,1,1,0,1,1,0.0,-0.1,10
1,0,1,1,0,0,0.0,-0.1,25
1,0,0,1,0,1,0.0,-0.1,33
1,0,1,1,0,1,0.0,-0.1,19
0,0,1,0,1,0,0.0,-0.1,33
1,0,1,0,1,0,0.0,-0.1,31
1,0,1,0,1,1,0.0,-0.1,19
1,1,0,0,1,0,0.0,-0.1,46
0,1,1,0,1,1,0.0,-0.1,8
1,1,0,1,0,1,0.0,-0.1,24
0,1,0,1,0,0,0.0,-0.1,35
0,0,1,0,1,1,0.0,-0.1,17
0,1,1,1,0,1,0.0,-0.1,10
0,1,0,1,0,1,0.0,-0.1,24
1,0,0,0,1,0,0.0,-0.1,61
0,0,0,1,0,0,0.0,-0.1,52
1,0,0,0,1,1,0.0,-0.1,43
0,1,0,0,1,0,0.0,-0.1,47
0,1,1,1,0,0,0.0,-0.1,24
1,1,0,1,0,0,0.0,-0.1,43
0,0,0,0,1,1,0.0,-0.1,40
1,1,1,1,0,1,0.0,-0.1,21
0,0,1,1,0,0,0.0,-0.1,26
0,1,0,0,1,1,0.0,-0.1,34
0,0,0,1,0,1,0.0,-0.1,32
0,0,0,0,1,0,0.0,-0.1,61
1,0,0,1,0,0,0.0,-0.1,74
1,1,0,0,1,1,0.0,-0.1,22
0,0,1,1,0,1,0.0,-0.1,23
