0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,-8.204426674550444,2
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-8.204426674550444,3
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-8.20418370007558,5
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-8.20418370007558,8
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-8.20283213745898,3
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-8.20283213745898,4
0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-8.20122669896364,4
0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0.0,-8.20122669896364,1
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-8.200983724488776,2
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0.0,-8.200983724488776,2
1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-8.199632161872177,2
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,-8.198803653712968,2
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-8.198803653712968,3
0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-8.196541260698583,4
1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-8.196298286223719,4
1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0.0,-8.196298286223719,6
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-8.195603678126165,2
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-8.194946723607119,6
1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0.0,-8.194946723607119,7
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-8.19418370007558,1
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0.0,-8.19418370007558,5
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-8.19334128511178,2
1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0.0,-8.193098310636916,2
1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0,-8.193098310636916,2
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0.0,-8.19283213745898,6
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-8.19283213745898,4
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0.0,-8.192667707183784,1
0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0.0,-8.192667707183784,3
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0.0,-8.19242473270892,6
1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0.0,-8.19242473270892,2
1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0,-8.191746748020314,2
1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0.0,-8.191746748020314,1
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0.0,-8.191226698963641,1
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0.0,-8.191226698963641,1
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0.0,-8.19107317009232,5
