0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0.0,-1674.98,166
1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.0,-1674.9800000000002,116
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0.0,-1656.9099999999994,34
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.0,-1656.9099999999999,39
1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0,-1642.2399999999996,70
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.0,-1642.2400000000002,79
1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0.0,-1633.8199999999997,140
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0.0,-1633.8200000000002,215
1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0.043478260869565216,-1633.8199999999997,22
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0.043478260869565216,-1633.8200000000002,87
1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0,-1599.7499999999995,30
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.0,-1599.75,31
1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0.0,-1581.35,54
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0.0,-1581.3500000000001,41
1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0.0,-1581.3099999999995,11
0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0.0,-1581.3100000000004,29
1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0,-1578.27,19
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.0,-1578.27,32
1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0.0,-1568.5999999999997,35
0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0.0,-1568.6,19
0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0.0,-1567.92,26
1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0.0,-1567.9199999999996,17
1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0.0,-1566.2399999999998,46
