0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,chain_break_fraction,energy,num_occurrences
1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-960.1999999999997,57
0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-960.2,517
1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0.0,-959.5799999999998,195
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0,-959.5799999999999,182
0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0.0,-936.2199999999999,122
1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0.0,-936.2199999999998,442
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,-898.4999999999999,26
1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0.0,-898.4999999999997,92
0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,-880.7699999999999,6
1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0.0,-880.77,51
1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0.0,-875.1699999999997,39
0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.0,-875.1699999999998,26
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,-846.74,2
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0.0,-846.7399999999994,19
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.0,-846.63,7
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0.0,-846.6299999999995,18
1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0.0,-846.3699999999999,11
1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-841.8799999999999,11
0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-841.8799999999999,3
0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-836.5699999999998,2
1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0.0,-836.5700000000002,8
0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.0,-824.52,4
1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0.0,-824.5199999999994,17
1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.0,-813.0899999999998,8
1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0.0,-810.2199999999999,9
0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.0,-810.2199999999995,1
1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-809.8999999999997,7
0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-809.9000000000001,2
