0,1,2,3,4,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0.0,0.0,585
1,1,1,1,1,0.0,-5.684341886080802e-14,777
1,0,0,1,0,0.0,11.5,193
0,1,1,0,1,0.0,11.5,321
0,1,1,1,0,0.0,37.02000000000004,49
1,0,0,0,1,0.0,37.02,9
0,1,1,1,1,0.0,37.650000000000034,24
1,0,0,0,0,0.0,37.65,9
1,1,0,1,0,0.0,39.139999999999986,17
0,0,1,0,1,0.0,39.140000000000015,10
1,1,1,1,0,0.0,52.98999999999995,3
0,0,0,0,1,0.0,52.99,1
0,1,0,0,1,0.0,61.04999999999998,1
1,0,1,1,0,0.0,61.05000000000001,1
