0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0,-1191.1199999999997,526
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-1191.12,502
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0.0,-1187.1699999999994,281
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-1187.1699999999998,241
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0,-1153.5899999999995,94
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-1153.59,136
1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0.0,-1133.7799999999995,53
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-1133.7799999999997,28
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.0,-1074.7999999999993,4
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-1074.8000000000002,16
1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.0,-1044.7199999999998,4
0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-1044.7199999999998,6
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-1020.5800000000003,3
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.0,-1020.5799999999992,2
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0.0,-991.6999999999997,1
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.0,-991.7,1
1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0.0,-978.67,5
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,-978.67,2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-968.31,2
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0.05,-1187.1699999999994,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.05,-968.31,1
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.0,-948.3499999999996,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,-948.35,2
1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0.0,-945.7100000000002,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-945.7099999999999,2
1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0.0,-938.4499999999997,2
0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,-938.4499999999999,1
1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0.0,-930.88,2
1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0.0,-910.9599999999998,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.05,-876.7399999999999,2
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.05,-1191.12,1
1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0.0,-904.1099999999999,1
1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0.0,-863.5799999999999,16
1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.05,-826.3699999999992,1
0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-852.8699999999999,4
1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0.0,-852.8699999999999,8
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0.0,-848.67,3
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-844.28,1
1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0.0,-834.3699999999998,11
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.0,-834.3699999999998,3
0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-834.1799999999997,1
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0,-819.3999999999999,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0.0,-815.76,1
1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0.0,-813.5299999999993,1
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.0,-812.13,2
0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0.0,-810.8399999999997,1
1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0.0,-810.84,8
1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0.0,-802.8899999999996,2
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.0,-802.89,1
1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0.0,-788.9799999999998,1
1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0.0,-759.6799999999998,1
1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,-742.8399999999997,1
0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-742.8399999999998,1
0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,-712.31,1
1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0.0,-710.4499999999998,1
1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0.0,-690.7799999999997,1
0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0,-687.0299999999999,1
1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0.0,-634.8899999999998,1
1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0.0,-542.8100000000001,1
