0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0.0,-1004.8799999999994,149
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-1004.8799999999999,851
1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0.0,-987.3599999999994,86
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-987.3599999999999,521
1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0.0,-916.5599999999996,15
0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-916.56,116
0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-913.3699999999999,100
1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-913.3699999999999,16
1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0.0,-911.2899999999994,5
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-911.29,29
0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0.0,-858.94,14
1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.0,-858.9399999999998,2
1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0.0,-857.3100000000004,3
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-857.31,8
1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0.0,-839.6699999999998,1
0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-839.6699999999998,5
1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0.0,-800.3299999999998,1
0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-800.3299999999999,1
0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-791.6799999999998,3
1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-791.5399999999995,2
0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,-791.54,3
0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-784.45,6
1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.0,-773.4499999999999,1
0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0.0,-773.4499999999999,1
1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-770.5999999999999,2
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-763.1799999999998,2
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.0,-762.45,4
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0.0,-760.74,1
1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0.0,-760.74,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0.0,-756.6299999999999,4
0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-743.8699999999999,1
0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0.0,-726.7699999999998,1
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-726.19,1
0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0.0,-725.4399999999998,3
1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-721.3999999999996,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0.0,-720.2799999999999,1
0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-714.1800000000001,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0.0,-713.55,2
1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0.05263157894736842,-1004.8799999999994,1
0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-700.25,3
0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-687.2399999999998,1
0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-687.03,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0.0,-685.0199999999999,2
0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.0,-675.01,1
1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0.0,-668.2199999999999,1
0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-668.2199999999998,2
0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-658.3999999999996,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.0,-648.53,1
1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0.0,-648.53,1
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0.0,-641.5999999999999,1
0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-637.3899999999999,1
0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,-636.6499999999996,1
1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0.0,-622.2000000000002,1
0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-608.6999999999996,2
0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-584.8499999999997,2
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0.05263157894736842,-987.3599999999999,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0.0,-572.63,1
0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.05263157894736842,-546.2999999999998,1
0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0.05263157894736842,-913.3699999999999,1
0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.0,-567.9,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0.05263157894736842,-756.6299999999999,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0.05263157894736842,-1004.8799999999999,1
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0.0,-542.6700000000001,1
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0.05263157894736842,-1004.8799999999999,1
0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.0,-467.08000000000004,1
