0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0.0,-0.47000000000000003,25
0,0,1,1,1,0,0.0,-0.47000000000000003,52
0,1,1,0,0,0,0.0,-0.47000000000000003,33
0,1,0,1,0,1,0.0,-0.47000000000000003,48
0,0,0,0,1,1,0.0,-0.47000000000000003,84
1,0,1,1,1,0,0.0,-0.47000000000000003,42
1,1,0,1,0,1,0.0,-0.47000000000000003,72
1,1,0,0,0,1,0.0,-0.47000000000000003,99
0,0,1,0,1,0,0.0,-0.47000000000000003,54
1,1,1,0,0,0,0.0,-0.47000000000000003,55
1,0,0,0,1,1,0.0,-0.47000000000000003,108
0,1,0,0,0,1,0.0,-0.47000000000000003,80
1,1,1,1,0,0,0.0,-0.47000000000000003,40
0,0,0,1,1,1,0.0,-0.47000000000000003,63
1,0,1,0,1,0,0.0,-0.47000000000000003,64
1,0,0,1,1,1,0.0,-0.47000000000000003,80
1,0,1,0,0,0,0.0,-0.27,1
