0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0.0,-0.1,11
1,1,0,1,1,1,0.0,-0.1,17
0,0,1,1,0,1,0.0,-0.1,24
1,1,0,0,0,1,0.0,-0.1,18
0,1,0,0,0,1,0.0,-0.1,24
0,0,1,1,0,0,0.0,-0.1,22
0,1,0,0,0,0,0.0,-0.1,23
1,1,0,1,0,0,0.0,-0.1,10
0,1,0,0,1,1,0.0,-0.1,55
1,1,0,0,1,0,0.0,-0.1,22
1,1,0,0,1,1,0.0,-0.1,29
1,1,0,1,1,0,0.0,-0.1,20
0,1,0,0,1,0,0.0,-0.1,30
1,0,1,0,0,0,0.0,-0.1,30
1,0,1,0,1,1,0.0,-0.1,68
0,0,1,1,1,1,0.0,-0.1,48
0,0,1,0,0,0,0.0,-0.1,46
1,0,1,1,0,1,0.0,-0.1,25
0,0,1,0,1,1,0.0,-0.1,68
0,1,0,1,1,0,0.0,-0.1,18
1,0,1,1,1,0,0.0,-0.1,16
1,0,1,0,1,0,0.0,-0.1,48
0,1,0,1,1,1,0.0,-0.1,32
1,0,1,1,0,0,0.0,-0.1,19
0,0,1,0,0,1,0.0,-0.1,68
1,0,1,0,0,1,0.0,-0.1,42
1,1,0,1,0,1,0.0,-0.1,13
1,0,1,1,1,1,0.0,-0.1,30
0,0,1,1,1,0,0.0,-0.1,33
1,1,0,0,0,0,0.0,-0.1,19
0,1,0,1,0,1,0.0,-0.1,12
0,0,1,0,1,0,0.0,-0.1,60
