0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,1,1,0,1,1,0.0,-0.4934675705115592,20
1,0,1,1,1,0,1,0.0,-0.4934675705115592,22
0,0,1,1,0,1,1,0.0,-0.4934675705115592,26
0,0,1,1,0,0,1,0.0,-0.4934675705115592,19
0,0,1,1,0,0,0,0.0,-0.4934675705115592,38
1,0,1,1,1,1,1,0.0,-0.4934675705115592,30
1,0,1,1,0,1,0,0.0,-0.4934675705115592,29
0,0,1,1,1,0,1,0.0,-0.4934675705115592,33
0,0,1,1,1,0,0,0.0,-0.4934675705115592,45
0,0,1,1,1,1,1,0.0,-0.4934675705115592,17
1,0,1,1,0,0,1,0.0,-0.4934675705115592,20
0,0,1,1,0,1,0,0.0,-0.4934675705115592,36
0,0,1,1,1,1,0,0.0,-0.4934675705115592,39
1,0,1,1,1,0,0,0.0,-0.4934675705115592,30
1,0,1,1,0,0,0,0.0,-0.4934675705115592,36
1,0,1,1,1,1,0,0.0,-0.4934675705115592,25
1,1,0,0,1,1,1,0.0,-0.49,20
0,1,0,0,1,1,1,0.0,-0.49,22
1,1,0,0,0,0,1,0.0,-0.49,22
1,1,0,0,0,1,0,0.0,-0.49,39
0,1,0,0,1,0,1,0.0,-0.49,29
1,1,0,0,1,0,1,0.0,-0.49,16
0,1,0,0,1,1,0,0.0,-0.49,56
0,1,0,0,0,0,0,0.0,-0.49,28
0,1,0,0,0,0,1,0.0,-0.49,26
1,1,0,0,0,1,1,0.0,-0.49,21
1,1,0,0,1,0,0,0.0,-0.49,37
1,1,0,0,1,1,0,0.0,-0.49,40
0,1,0,0,0,1,1,0.0,-0.49,35
1,1,0,0,0,0,0,0.0,-0.49,31
0,1,0,0,0,1,0,0.0,-0.49,36
0,1,0,0,1,0,0,0.0,-0.49,35
0,0,0,1,1,1,1,0.0,-0.4,1
1,0,0,1,0,1,0,0.0,-0.4,1
1,0,0,1,1,0,0,0.0,-0.4,1
0,0,0,1,1,1,0,0.0,-0.4,1
1,0,0,1,1,0,1,0.0,-0.4,1
1,0,0,1,1,1,1,0.0,-0.4,3
0,0,0,1,0,0,1,0.0,-0.4,3
1,0,0,1,1,1,0,0.0,-0.4,4
0,0,0,1,0,1,0,0.0,-0.4,5
1,1,1,0,0,1,1,0.0,-0.3955268810480267,1
0,1,1,0,1,0,1,0.0,-0.3955268810480267,1
1,1,1,0,1,1,1,0.0,-0.3955268810480267,2
1,1,1,0,1,0,1,0.0,-0.3955268810480267,1
0,1,1,0,1,0,0,0.0,-0.3955268810480267,2
1,1,1,0,0,0,0,0.0,-0.3955268810480267,2
0,1,1,0,1,1,1,0.0,-0.3955268810480267,1
1,1,1,0,0,1,0,0.0,-0.3955268810480267,1
1,1,1,0,1,1,0,0.0,-0.3955268810480267,1
0,1,1,0,0,1,0,0.0,-0.3955268810480267,4
0,1,1,0,0,0,0,0.0,-0.3955268810480267,3
0,1,0,1,1,1,1,0.0,-0.3021554503259176,1
0,0,1,0,1,1,1,0.0,-0.3,1
0,0,1,0,1,0,1,0.0,-0.3,1
