0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,1,0,0,1,0.0,-1.5699999999999998,242
1,0,0,1,1,0,0.0,-1.5699999999999998,119
0,1,0,1,1,0,0.0,-1.5699999999999998,119
0,1,1,0,0,1,0.0,-1.5699999999999998,190
1,0,0,0,0,1,0.0,-1.43,63
0,1,0,1,0,0,0.0,-1.43,27
1,0,0,1,0,0,0.0,-1.43,39
0,1,0,0,0,1,0.0,-1.43,46
1,0,1,0,1,1,0.0,-1.4217711661684345,25
0,1,1,0,1,1,0.0,-1.4217711661684345,28
1,0,1,1,1,0,0.0,-1.4212855674176175,19
0,1,1,1,1,0,0.0,-1.4212855674176175,14
1,1,0,1,1,0,0.0,-1.2897023020740752,4
1,1,1,0,0,1,0.0,-1.2897023020740752,13
1,0,0,0,1,1,0.0,-1.2817711661684343,5
0,1,0,0,1,1,0.0,-1.2817711661684343,4
0,1,1,1,0,0,0.0,-1.2812855674176176,3
1,0,1,1,0,0,0.0,-1.2812855674176176,5
0,0,0,1,1,0,0.0,-1.2799999999999998,5
0,0,1,0,0,1,0.0,-1.2799999999999998,13
1,1,0,0,0,1,0.0,-1.149702302074075,6
1,1,0,1,0,0,0.0,-1.149702302074075,1
1,1,1,0,1,1,0.0,-1.1414734682425098,1
0,0,0,0,0,1,0.0,-1.14,3
0,0,1,0,1,1,0.0,-1.1317711661684344,2
0,0,1,1,1,0,0.0,-1.1312855674176174,1
1,1,0,0,1,1,0.0,-1.0014734682425097,1
1,1,1,1,0,0,0.0,-1.000987869491693,1
0,0,1,1,0,0,0.0,-0.9912855674176175,1
