0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,0,1,0.0,-5.627700187936001,482
0,1,1,0,0,1,0,0.0,-5.627113990313681,418
0,1,1,1,0,0,0,0.0,-5.268759570806546,19
1,0,0,0,1,1,1,0.0,-5.263856366695239,20
0,1,1,0,0,0,0,0.0,-5.252033460584992,27
1,0,0,1,1,1,1,0.0,-5.244518074833283,11
1,1,0,1,0,0,0,0.0,-4.870765791022711,11
0,0,1,0,1,1,1,0.0,-4.865413958753233,4
1,0,1,0,1,1,1,0.0,-4.6615485309626665,1
0,0,1,0,0,1,1,0.0,-4.639925460199986,1
1,1,0,1,1,0,0,0.0,-4.639723207453349,1
0,0,1,0,1,1,0,0.0,-4.617215955440588,2
1,1,0,1,0,0,1,0.0,-4.616493501633751,1
0,0,1,1,1,0,1,0.0,-4.520662914597161,1
1,1,0,0,0,1,0,0.0,-4.520525345133015,1
