0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
1,1,1,0,0,0,1,0.0,-0.48,20
1,1,0,0,0,1,0,0.0,-0.48,37
1,1,1,0,0,1,0,0.0,-0.48,23
1,1,1,0,0,1,1,0.0,-0.48,21
1,1,0,0,0,0,1,0.0,-0.48,37
0,1,0,0,0,1,0,0.0,-0.48,25
0,1,0,0,0,0,1,0.0,-0.48,22
0,1,1,0,0,1,0,0.0,-0.48,17
0,1,0,0,0,0,0,0.0,-0.48,26
0,1,1,0,0,0,0,0.0,-0.48,19
0,1,0,0,0,1,1,0.0,-0.48,31
1,1,1,0,0,0,0,0.0,-0.48,30
1,1,0,0,0,0,0,0.0,-0.48,27
0,1,1,0,0,1,1,0.0,-0.48,27
1,1,0,0,0,1,1,0.0,-0.48,39
0,1,1,0,0,0,1,0.0,-0.48,19
1,0,0,1,1,1,1,0.0,-0.4756400760059336,34
1,0,1,1,1,1,1,0.0,-0.4756400760059336,16
1,0,1,1,1,0,1,0.0,-0.4756400760059336,28
1,0,1,1,1,0,0,0.0,-0.4756400760059336,31
0,0,0,1,1,0,0,0.0,-0.4756400760059336,31
1,0,0,1,1,0,1,0.0,-0.4756400760059336,32
1,0,0,1,1,1,0,0.0,-0.4756400760059336,35
0,0,1,1,1,0,1,0.0,-0.4756400760059336,24
0,0,0,1,1,1,1,0.0,-0.4756400760059336,44
0,0,0,1,1,0,1,0.0,-0.4756400760059336,36
0,0,1,1,1,1,0,0.0,-0.4756400760059336,31
1,0,1,1,1,1,0,0.0,-0.4756400760059336,21
0,0,1,1,1,0,0,0.0,-0.4756400760059336,28
1,0,0,1,1,0,0,0.0,-0.4756400760059336,42
0,0,1,1,1,1,1,0.0,-0.4756400760059336,18
0,0,0,1,1,1,0,0.0,-0.4756400760059336,47
1,0,0,0,1,0,1,0.0,-0.41,1
0,0,0,0,1,0,1,0.0,-0.41,1
0,0,1,0,1,1,1,0.0,-0.41,1
1,0,1,0,1,0,1,0.0,-0.41,2
1,0,0,0,1,0,0,0.0,-0.41,5
1,0,1,0,1,0,0,0.0,-0.41,4
1,0,1,0,1,1,0,0.0,-0.41,5
0,0,0,0,1,1,1,0.0,-0.41,4
1,0,0,0,1,1,1,0.0,-0.41,3
0,0,1,0,1,1,0,0.0,-0.41,1
1,0,0,0,1,1,0,0.0,-0.41,2
0,0,1,0,1,0,1,0.0,-0.41,2
0,0,0,0,1,1,0,0.0,-0.41,3
0,0,1,0,1,0,0,0.0,-0.41,3
0,0,0,0,1,0,0,0.0,-0.41,2
1,0,1,0,1,1,1,0.0,-0.41,5
0,1,0,1,0,0,1,0.0,-0.40823691897793185,1
1,1,0,1,0,0,1,0.0,-0.40823691897793185,2
1,1,1,1,0,1,1,0.0,-0.40823691897793185,1
0,1,1,1,0,0,0,0.0,-0.40823691897793185,1
1,1,0,1,0,0,0,0.0,-0.40823691897793185,4
0,1,0,1,0,0,0,0.0,-0.40823691897793185,2
0,1,1,1,0,1,0,0.0,-0.40823691897793185,3
1,1,0,1,0,1,0,0.0,-0.40823691897793185,4
0,1,0,1,0,1,0,0.0,-0.40823691897793185,3
1,1,0,1,0,1,1,0.0,-0.40823691897793185,3
0,1,0,1,0,1,1,0.0,-0.40823691897793185,4
0,1,1,1,0,1,1,0.0,-0.40823691897793185,3
1,1,1,1,0,0,0,0.0,-0.40823691897793185,3
0,0,0,1,0,1,0,0.0,-0.3,1
1,1,0,0,1,1,0,0.0,-0.2979317589320195,1
1,1,0,0,1,0,0,0.0,-0.2979317589320195,1
0,1,0,0,1,1,0,0.0,-0.2979317589320195,1
