0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.531808753915885,6
0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.531808753915885,16
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.531808753915885,15
1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.531808753915885,6
0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.528669682368334,14
1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.528669682368334,14
1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.528669682368334,13
0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.528669682368334,23
1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.5272631051060666,2
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.5272631051060666,4
0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.5272631051060666,6
0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.5272631051060666,11
1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.524124033558516,8
0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.524124033558516,8
1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.524124033558516,15
0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.524124033558516,14
0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.52357992008432,26
0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0.0,-4.52357992008432,21
1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.52357992008432,20
1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0.0,-4.52357992008432,20
0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.520440848536769,33
1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.520440848536769,20
0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.520440848536769,30
1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.520440848536769,33
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.519034271274501,6
0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.519034271274501,12
1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.519034271274501,6
0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.519034271274501,12
0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.51589519972695,14
1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.51589519972695,14
0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.51589519972695,14
1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.51589519972695,8
0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.469403411043213,4
0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0.0,-4.469403411043213,3
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.469403411043213,2
0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0,-4.468236918977932,4
1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0,-4.468236918977932,2
0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-4.468236918977932,2
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-4.468236918977932,2
0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-4.466264339495662,3
1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.466264339495662,2
1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-4.466264339495662,3
0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.466264339495662,6
0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-4.465097847430381,4
1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.465097847430381,3
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.465097847430381,9
1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-4.465097847430381,6
0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-4.461174577211647,1
0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.461174577211647,3
1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.461174577211647,3
1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-4.461174577211647,1
0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-4.460008085146367,5
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-4.460008085146367,8
0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.460008085146367,6
1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.460008085146367,5
1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.458035505664096,1
1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.458035505664096,3
0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.458035505664096,2
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.458035505664096,5
1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0.0,-4.456869013598816,5
0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0.0,-4.456869013598816,15
1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0.0,-4.456869013598816,10
0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0.0,-4.456869013598816,11
1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-4.415268718148482,3
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0.0,-4.415268718148482,1
0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-4.415268718148482,2
0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0.0,-4.411808753915885,2
1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.0,-4.411808753915885,2
0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-4.411808753915885,1
1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-4.411808753915885,2
0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0.0,-4.410723069338664,1
1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0.0,-4.410723069338664,2
1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0.0,-4.410723069338664,3
0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0.0,-4.410723069338664,2
0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0.0,-4.4072631051060664,1
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0.0,-4.4072631051060664,1
1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.0,-4.4072631051060664,2
0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0.0,-4.407039884316917,4
0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0.0,-4.407039884316917,3
1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0.0,-4.407039884316917,4
1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0.0,-4.407039884316917,4
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.0,-4.406531820407845,1
1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.406531820407845,2
0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0.0,-4.406531820407845,1
0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0.0,-4.406531820407845,5
1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0.0,-4.4035799200843195,2
0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0.0,-4.4035799200843195,5
0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0.0,-4.4035799200843195,2
1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0.0,-4.4035799200843195,5
1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.403392748860294,1
0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-4.403392748860294,5
0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0.0,-4.403392748860294,2
0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0.0,-4.402903171548654,1
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-4.402903171548654,3
1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0.0,-4.402494235507098,2
1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-4.402494235507098,2
0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0.0,-4.402494235507098,3
0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0.0,-4.402494235507098,4
1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.399764100001104,2
0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.0,-4.399764100001104,2
1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-4.399764100001104,2
1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0.0,-4.399034271274501,1
0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0.0,-4.399034271274501,3
0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0.0,-4.399034271274501,2
1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.3983029865762795,1
0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-4.3983029865762795,2
0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0.0,-4.3983029865762795,1
0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.396101847465264,3
1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.396101847465264,2
1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.396101847465264,3
0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.396101847465264,7
1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.3951639150287285,1
0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.3951639150287285,1
1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0,-4.3951639150287285,4
0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-4.3951639150287285,4
1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.394674337717088,1
0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0.0,-4.394674337717088,1
0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0.0,-4.394674337717088,1
1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.392962775917713,2
1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.392962775917713,1
0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.392962775917713,6
0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0.0,-4.392962775917713,3
1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0.0,-4.391535266169538,2
0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0.0,-4.391535266169538,2
1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0.0,-4.391535266169538,2
0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0.0,-4.391535266169538,1
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.391452959937828,1
0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.0,-4.391452959937828,2
0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.388313888390277,1
1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.3878730136336985,2
0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.3878730136336985,3
1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.3878730136336985,3
0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.3878730136336985,1
1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.3847339420861475,4
0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.3847339420861475,6
0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.3847339420861475,9
1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0.0,-4.3847339420861475,2
0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0.0,-4.3832241261062626,2
0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.3832241261062626,1
0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.3800850545587116,2
1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.3800850545587116,1
0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.3800850545587116,1
1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.3800850545587116,3
1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.0,-4.366274129329828,1
0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.36419063731392,1
1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0.0,-4.36419063731392,1
0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,-4.36419063731392,1
1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-4.363135057782277,1
0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-4.363135057782277,1
0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.361051565766369,1
1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0.0,-4.361051565766369,2
1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0,-4.358045295498263,2
1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.355961803482354,1
0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-4.355961803482354,3
0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.355961803482354,2
1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-4.355961803482354,1
1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.354906223950712,1
0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0.0,-4.354906223950712,2
0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0.0,-4.354906223950712,1
1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0.0,-4.35286337527581,1
1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0.0,-4.35286337527581,1
0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0.0,-4.35286337527581,1
1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.352822731934803,1
0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0.0,-4.352822731934803,4
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.0,-4.351696883210529,1
0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-4.351696883210529,2
1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-4.351696883210529,1
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0.0,-4.351696883210529,2
0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-4.3494034110432125,1
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.0,-4.348236918977932,1
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0.0,-4.348236918977932,1
0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0.0,-4.347683437825378,1
1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0.0,-4.347683437825378,1
0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-4.344634541444244,2
0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0.0,-4.344634541444244,1
0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0.0,-4.344544366277828,1
0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-4.344544366277828,1
1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-4.343468049378964,1
0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-4.343468049378964,1
0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0.0,-4.341174577211647,1
1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0.0,-4.341174577211647,1
0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0.0,-4.341174577211647,2
0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0,-4.3400080851463665,1
0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0.0,-4.339454603993812,1
0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0.0,-4.336661053771993,1
0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.0,-4.336661053771993,3
0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0.0,-4.336315532446262,1
1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0.0,-4.336315532446262,1
0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0.0,-4.336315532446262,3
1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0.0,-4.333521982224443,2
0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0.0,-4.333521982224443,5
0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0.0,-4.328432219940428,1
1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0.0,-4.328432219940428,2
0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-4.328432219940428,2
1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0.0,-4.325293148392878,3
1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0.0,-4.325293148392878,2
0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0.0,-4.325293148392878,2
0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0.0,-4.325293148392878,2
0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-4.324860087466133,1
0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0.0,-4.324076182241063,1
1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0.0,-4.32282533888325,1
1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0.0,-4.32282533888325,2
0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0.0,-4.321808753915885,1
0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0.0,-4.320937110693512,2
1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0.0,-4.319530533431244,1
1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.0,-4.318669682368334,2
0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0.0,-4.317735576599236,1
1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0.0,-4.317735576599236,1
0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0.0,-4.317735576599236,3
0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.0,-4.317263105106067,1
0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0.0,-4.316631253634568,3
1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0.0,-4.316391461883693,1
0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0.0,-4.316391461883693,2
0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0.0,-4.314596505051685,1
0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0.0,-4.314596505051685,1
1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.0,-4.314596505051685,2
1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0.0,-4.314124033558516,1
0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0.0,-4.314124033558516,1
0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0.0,-4.286531820407845,1
0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0.0,-4.279561811697861,2
0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0.0,-4.278302986576279,1
1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0.0,-4.278134301949685,1
0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0.0,-4.276101847465264,1
1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0.0,-4.276101847465264,1
0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0.0,-4.276101847465264,1
0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0.0,-4.274912924170425,1
0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0.0,-4.274674337717089,1
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0.0,-4.274671842820409,2
1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0.0,-4.274671842820409,1
1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0.0,-4.271532771272858,1
1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0.0,-4.271532771272858,1
0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-4.271332977866296,1
1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0.0,-4.271332977866296,1
0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0,-4.268669682368334,1
1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0.0,-4.268669682368334,1
0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0.0,-4.267873013633698,1
0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-4.267873013633698,1
0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0,-4.267263105106067,1
0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0.0,-4.266987122463039,1
1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0.0,-4.26638337325729,1
1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0.0,-4.264124033558516,1
1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-4.262845602792174,1
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0.0,-4.262845602792174,1
0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0.0,-4.259706531244624,1
1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0.0,-4.259403411043213,1
0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0.0,-4.258531767820839,1
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0,-4.258236918977932,1
0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0.0,-4.258236918977932,2
1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0.0,-4.258154539425725,1
0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0.0,-4.258154539425725,1
0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-4.257365275755559,1
0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0.0,-4.257365275755559,1
1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0.0,-4.257328458747136,2
1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0,-4.255312245770879,1
1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0.0,-4.255015467878174,1
0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0.0,-4.255015467878174,2
0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0.0,-4.255015467878174,4
0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0.0,-4.2541893871995855,1
1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0.0,-4.252173174223329,1
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0.0,-4.252173174223329,2
1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0.0,-4.252173174223329,1
0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-4.24909962491557,1
1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-4.247083411939314,1
0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0.0,-4.246274129329828,1
0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0.0,-4.238045295498263,1
0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0.0,-4.235961803482354,1
1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0.0,-4.235961803482354,1
0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0.0,-4.231143402057975,1
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0.0,-4.2276834378253785,1
1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-4.222914568226409,1
0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0.0,-4.213579920084319,1
1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.0,-4.212266499947736,1
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0.0,-4.211100007882456,1
1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0.0,-4.210288534827479,1
0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0.0,-4.209127428400185,1
0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0.0,-4.20574288601766,1
1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0.0,-4.201195540831833,1
0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0.06666666666666667,-4.396101847465264,1
1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0.0,-4.188369275790441,1
0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0.06666666666666667,-4.392962775917713,1
1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.0,-4.186101847465264,1
0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0.06666666666666667,-4.3878730136336985,1
0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0.0,-4.155402486107455,1
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0,-4.154945533721091,1
0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0.0,-4.1467166998895255,1
0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0.0,-4.14638337325729,1
0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0.0,-4.140788422979733,1
1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0.0,-4.138154539425725,1
1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.0,-4.135825864822237,1
1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0.0,-4.134616768960608,1
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0.0,-4.127083411939314,1
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-4.126661053771993,1
0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0.0,-4.115092767208427,1
0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0.0,-4.086563853552904,1
1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0.0,-4.078161574680987,1
0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0.06666666666666667,-4.276101847465264,1
0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0.0,-4.068827499335325,1
1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0.0,-4.055544514768686,1
1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-4.014076182241062,1
0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0.0,-3.468204084639853,1
