0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,0.0,-0.19092008027476537,44
0,1,0,1,1,1,0.0,-0.19092008027476537,36
0,1,0,1,0,1,0.0,-0.19092008027476537,47
1,1,0,1,1,1,0.0,-0.19092008027476537,35
1,1,0,1,0,1,0.0,-0.19092008027476537,49
0,1,0,1,0,0,0.0,-0.19092008027476537,32
0,1,0,1,1,0,0.0,-0.19092008027476537,33
1,1,0,1,1,0,0.0,-0.19092008027476537,32
1,0,1,0,1,0,0.0,-0.19,81
0,0,1,0,1,1,0.0,-0.19,71
1,0,1,0,0,1,0.0,-0.19,75
0,0,1,0,0,0,0.0,-0.19,75
0,0,1,0,1,0,0.0,-0.19,67
1,0,1,0,1,1,0.0,-0.19,63
0,0,1,0,0,1,0.0,-0.19,74
1,0,1,0,0,0,0.0,-0.19,69
0,1,1,0,1,1,0.0,-0.16747851860089244,6
1,1,1,0,1,1,0.0,-0.16747851860089244,6
1,1,1,0,0,1,0.0,-0.16747851860089244,16
0,1,1,0,0,0,0.0,-0.16747851860089244,12
1,1,1,0,1,0,0.0,-0.16747851860089244,6
0,1,1,0,1,0,0.0,-0.16747851860089244,14
1,1,1,0,0,0,0.0,-0.16747851860089244,3
0,1,1,0,0,1,0.0,-0.16747851860089244,10
1,0,0,1,1,0,0.0,-0.16,3
1,0,0,1,0,0,0.0,-0.16,4
0,0,0,1,1,1,0.0,-0.16,5
0,0,0,1,1,0,0.0,-0.16,6
0,0,0,1,0,0,0.0,-0.16,3
1,0,0,1,1,1,0.0,-0.16,8
1,0,0,1,0,1,0.0,-0.16,5
0,0,0,1,0,1,0.0,-0.16,6
0,1,0,0,1,0,0.0,-0.13,1
0,1,0,0,0,0,0.0,-0.13,2
0,0,1,1,0,1,0.0,-0.11929222823955371,1
