0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,1,0.0,-0.07,23
0,1,0,1,1,0,0.0,-0.07,14
1,1,1,1,1,0,0.0,-0.07,37
0,0,1,0,1,1,0.0,-0.07,40
1,1,1,0,0,1,0.0,-0.07,55
1,1,1,1,0,0,0.0,-0.07,26
1,1,0,0,1,1,0.0,-0.07,30
1,0,1,0,1,1,0.0,-0.07,33
0,0,1,1,1,0,0.0,-0.07,28
1,0,1,1,1,0,0.0,-0.07,34
0,1,0,0,0,1,0.0,-0.07,18
0,1,1,1,1,0,0.0,-0.07,23
0,0,0,0,1,1,0.0,-0.07,31
0,1,1,0,0,1,0.0,-0.07,40
0,1,1,1,0,0,0.0,-0.07,17
1,0,0,0,1,1,0.0,-0.07,41
1,1,1,0,1,1,0.0,-0.07,48
0,0,0,1,1,0,0.0,-0.07,24
0,1,1,0,1,1,0.0,-0.07,30
1,1,0,1,0,0,0.0,-0.07,20
0,1,0,0,1,1,0.0,-0.07,21
1,0,0,0,0,1,0.0,-0.07,47
1,0,1,0,0,1,0.0,-0.07,61
0,1,0,1,0,0,0.0,-0.07,14
0,0,1,1,0,0,0.0,-0.07,28
1,0,0,1,1,0,0.0,-0.07,31
0,0,0,1,0,0,0.0,-0.07,20
1,0,0,1,0,0,0.0,-0.07,26
0,0,1,0,0,1,0.0,-0.07,39
1,0,1,1,0,0,0.0,-0.07,43
1,1,0,1,1,0,0.0,-0.07,24
0,0,0,0,0,1,0.0,-0.07,33
1,0,0,0,1,0,0.0,0.0,1
