0,1,2,3,4,5,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,0.0,0.0,10
1,0,1,1,1,0,0.0,0.0,17
1,0,0,1,1,0,0.0,0.0,9
1,1,1,0,0,0,0.0,0.0,16
1,1,1,1,1,0,0.0,0.0,15
0,1,0,1,1,0,0.0,0.0,16
1,0,1,1,0,0,0.0,0.0,10
0,1,0,1,1,1,0.0,0.0,15
1,1,0,1,0,1,0.0,0.0,12
0,0,0,1,1,1,0.0,0.0,16
0,0,0,1,0,0,0.0,0.0,8
1,1,1,0,0,1,0.0,0.0,9
1,1,0,1,1,0,0.0,0.0,9
0,1,1,1,0,1,0.0,0.0,23
0,1,1,1,0,0,0.0,0.0,19
0,1,0,1,0,0,0.0,0.0,9
1,1,0,1,1,1,0.0,0.0,12
1,1,1,1,0,0,0.0,0.0,11
1,0,0,1,1,1,0.0,0.0,12
1,1,0,1,0,0,0.0,0.0,13
0,0,1,1,0,0,0.0,0.0,12
1,0,0,1,0,1,0.0,0.0,10
0,0,1,1,0,1,0.0,0.0,9
0,0,0,1,0,1,0.0,0.0,7
1,1,0,0,0,1,0.0,0.0,20
0,0,0,1,1,0,0.0,0.0,13
1,0,1,1,0,1,0.0,0.0,5
0,0,1,0,0,0,0.0,0.0,11
1,1,1,0,1,0,0.0,0.0,15
0,0,1,0,0,1,0.0,0.0,18
1,0,0,1,0,0,0.0,0.0,7
1,0,0,0,1,0,0.0,0.0,9
0,1,0,0,0,0,0.0,0.0,23
1,0,1,0,0,0,0.0,0.0,16
1,1,1,1,0,1,0.0,0.0,13
1,0,1,0,0,1,0.0,0.0,9
0,1,1,0,0,1,0.0,0.0,23
1,1,0,0,0,0,0.0,0.0,19
0,1,0,1,0,1,0.0,0.0,17
0,0,0,0,0,0,0.0,0.0,18
0,0,1,0,1,1,0.0,0.0,16
0,0,0,0,0,1,0.0,0.0,16
0,1,0,0,0,1,0.0,0.0,24
0,1,1,0,1,0,0.0,0.0,25
0,1,1,0,0,0,0.0,0.0,22
1,1,1,1,1,1,0.0,0.0,15
1,0,1,0,1,1,0.0,0.0,20
1,0,0,0,1,1,0.0,0.0,18
1,0,1,0,1,0,0.0,0.0,10
0,1,0,0,1,0,0.0,0.0,30
0,0,1,1,1,1,0.0,0.0,21
1,1,0,0,1,0,0.0,0.0,28
0,0,0,0,1,1,0.0,0.0,11
1,0,0,0,0,0,0.0,0.0,10
0,1,1,1,1,0,0.0,0.0,22
0,1,0,0,1,1,0.0,0.0,23
1,1,0,0,1,1,0.0,0.0,31
1,1,1,0,1,1,0.0,0.0,21
0,0,1,0,1,0,0.0,0.0,15
0,1,1,1,1,1,0.0,0.0,20
0,1,1,0,1,1,0.0,0.0,30
0,0,0,0,1,0,0.0,0.0,14
1,0,1,1,1,1,0.0,0.0,11
0,0,1,1,1,0,0.0,0.0,12
