0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.0,-9.955225515834957,12
1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0.0,-9.955225515834957,28
1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-9.954276177076766,13
1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-9.954276177076766,17
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.0,-9.952801386327472,7
0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0.0,-9.952801386327472,10
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-9.952372010422808,25
1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0.0,-9.952372010422808,12
0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-9.95185204756928,6
0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0.0,-9.95185204756928,8
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.0,-9.951422671664616,21
1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0.0,-9.951422671664616,11
0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-9.949947880915323,8
0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-9.949947880915323,6
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0.0,-9.948998542157131,5
0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0.0,-9.948998542157131,7
1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0.0,-9.942372010422808,20
1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0.0,-9.942372010422808,14
1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0.0,-9.941422671664617,13
1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0.0,-9.941422671664617,10
1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0.0,-9.940762997087607,18
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0.0,-9.940762997087607,21
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0.0,-9.939947880915323,13
0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0.0,-9.939947880915323,9
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0.0,-9.939813658329415,11
1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.0,-9.939813658329415,10
0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,-9.938998542157131,3
0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-9.938998542157131,5
0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0.0,-9.938338867580121,6
