0,1,2,3,4,5,6,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,0.0,-0.06,3
0,0,1,1,0,0,1,0.0,-0.06,4
0,1,1,1,0,1,1,0.0,-0.06,5
0,0,1,1,0,1,1,0.0,-0.06,5
0,0,1,1,0,1,0,0.0,-0.06,8
1,0,0,0,0,0,0,0.0,-0.06,14
0,1,1,1,1,0,0,0.0,-0.06,14
0,0,1,1,0,0,0,0.0,-0.06,3
0,1,1,1,1,1,1,0.0,-0.06,14
0,0,0,1,0,0,0,0.0,-0.06,14
0,1,1,1,0,0,0,0.0,-0.06,8
0,1,0,1,0,1,0,0.0,-0.06,11
0,1,1,1,0,1,0,0.0,-0.06,9
1,1,0,0,0,1,0,0.0,-0.06,15
0,0,0,1,1,0,0,0.0,-0.06,25
1,1,1,0,0,1,1,0.0,-0.06,9
1,0,1,0,0,1,1,0.0,-0.06,12
0,1,0,1,0,1,1,0.0,-0.06,8
0,0,1,1,1,0,1,0.0,-0.06,17
1,1,1,0,0,1,0,0.0,-0.06,15
0,0,1,1,1,1,1,0.0,-0.06,19
1,0,0,0,0,1,0,0.0,-0.06,15
0,1,0,1,1,0,0,0.0,-0.06,28
1,1,0,0,0,0,1,0.0,-0.06,13
0,1,0,1,0,0,0,0.0,-0.06,11
1,1,1,0,0,0,1,0.0,-0.06,9
1,0,0,0,0,0,1,0.0,-0.06,9
1,1,0,0,1,1,1,0.0,-0.06,33
1,0,1,0,0,0,0,0.0,-0.06,10
1,1,1,0,1,1,1,0.0,-0.06,15
1,0,0,0,0,1,1,0.0,-0.06,15
0,1,0,1,1,1,0,0.0,-0.06,21
1,1,1,0,0,0,0,0.0,-0.06,11
1,1,1,0,1,0,1,0.0,-0.06,15
1,0,1,0,0,0,1,0.0,-0.06,10
1,0,0,0,1,1,1,0.0,-0.06,26
1,0,1,0,1,1,1,0.0,-0.06,13
0,0,0,1,1,0,1,0.0,-0.06,14
0,0,1,1,1,0,0,0.0,-0.06,12
0,0,0,1,0,0,1,0.0,-0.06,10
1,1,0,0,0,1,1,0.0,-0.06,7
0,0,0,1,1,1,0,0.0,-0.06,17
0,1,0,1,1,0,1,0.0,-0.06,23
0,1,0,1,0,0,1,0.0,-0.06,6
0,1,1,1,1,1,0,0.0,-0.06,18
1,0,1,0,1,0,0,0.0,-0.06,17
1,1,0,0,1,0,0,0.0,-0.06,26
0,1,1,1,1,0,1,0.0,-0.06,16
1,1,0,0,0,0,0,0.0,-0.06,18
1,1,0,0,1,1,0,0.0,-0.06,29
1,0,0,0,1,1,0,0.0,-0.06,29
0,0,1,1,1,1,0,0.0,-0.06,19
1,1,1,0,1,1,0,0.0,-0.06,19
1,0,0,0,1,0,0,0.0,-0.06,34
1,0,1,0,1,0,1,0.0,-0.06,10
1,1,0,0,1,0,1,0.0,-0.06,27
1,0,0,0,1,0,1,0.0,-0.06,23
1,0,1,0,0,1,0,0.0,-0.06,15
1,0,1,0,1,1,0,0.0,-0.06,19
0,0,0,1,0,1,1,0.0,-0.06,20
0,0,0,1,1,1,1,0.0,-0.06,25
0,0,0,1,0,1,0,0.0,-0.06,17
0,1,0,1,1,1,1,0.0,-0.06,26
1,1,1,0,1,0,0,0.0,-0.06,18
