0,1,2,3,4,5,6,7,8,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,1,0,0,1,0.0,-0.54,12
0,0,0,1,0,1,0,1,1,0.0,-0.54,18
0,0,1,0,1,1,0,1,1,0.0,-0.54,10
1,0,1,0,1,0,1,0,1,0.0,-0.54,13
0,1,1,0,1,1,0,1,0,0.0,-0.54,14
0,0,0,1,0,0,1,1,1,0.0,-0.54,12
1,0,1,0,0,0,1,0,1,0.0,-0.54,19
1,0,0,1,0,0,1,1,1,0.0,-0.54,12
0,1,0,1,1,0,1,0,0,0.0,-0.54,17
1,1,1,0,0,0,1,1,0,0.0,-0.54,35
0,0,1,0,0,0,1,1,1,0.0,-0.54,24
0,1,0,1,0,0,1,1,0,0.0,-0.54,14
1,0,0,1,0,1,0,0,1,0.0,-0.54,13
1,1,0,1,0,0,1,1,0,0.0,-0.54,20
0,1,0,1,0,0,1,0,0,0.0,-0.54,17
1,1,0,1,1,1,0,1,0,0.0,-0.54,16
1,0,0,1,1,1,0,0,1,0.0,-0.54,9
0,0,1,0,1,0,1,1,1,0.0,-0.54,10
0,1,1,0,1,0,1,0,0,0.0,-0.54,12
0,1,0,1,0,1,0,0,0,0.0,-0.54,14
1,1,0,1,0,1,0,0,0,0.0,-0.54,18
0,1,0,1,1,1,0,0,0,0.0,-0.54,7
1,0,1,0,1,1,0,1,1,0.0,-0.54,12
0,0,0,1,1,0,1,0,1,0.0,-0.54,7
0,0,0,1,1,1,0,1,1,0.0,-0.54,13
0,0,1,0,0,0,1,0,1,0.0,-0.54,16
0,0,0,1,0,1,0,0,1,0.0,-0.54,13
1,0,0,1,0,1,0,1,1,0.0,-0.54,18
1,1,0,1,0,0,1,0,0,0.0,-0.54,13
1,1,1,0,1,1,0,0,0,0.0,-0.54,8
1,1,0,1,0,1,0,1,0,0.0,-0.54,17
1,0,1,0,0,1,0,1,1,0.0,-0.54,23
1,0,0,1,0,0,1,0,1,0.0,-0.54,23
1,1,1,0,0,0,1,0,0,0.0,-0.54,23
1,1,0,1,1,0,1,1,0,0.0,-0.54,9
1,0,1,0,0,1,0,0,1,0.0,-0.54,22
0,1,1,0,0,1,0,0,0,0.0,-0.54,22
0,1,0,1,1,1,0,1,0,0.0,-0.54,10
0,1,1,0,1,1,0,0,0,0.0,-0.54,15
0,1,0,1,1,0,1,1,0,0.0,-0.54,16
1,1,1,0,0,1,0,0,0,0.0,-0.54,16
0,0,1,0,1,0,1,0,1,0.0,-0.54,12
0,1,1,0,0,0,1,1,0,0.0,-0.54,25
0,0,1,0,0,1,0,1,1,0.0,-0.54,17
1,0,1,0,1,1,0,0,1,0.0,-0.54,15
1,0,0,1,1,0,1,0,1,0.0,-0.54,10
1,1,1,0,1,0,1,0,0,0.0,-0.54,14
1,1,0,1,1,1,0,0,0,0.0,-0.54,16
0,0,1,0,0,1,0,0,1,0.0,-0.54,12
1,0,1,0,1,0,1,1,1,0.0,-0.54,19
0,1,1,0,1,0,1,1,0,0.0,-0.54,12
0,1,0,1,0,1,0,1,0,0.0,-0.54,21
1,0,0,1,1,0,1,1,1,0.0,-0.54,18
1,1,0,1,1,0,1,0,0,0.0,-0.54,13
0,1,1,0,0,1,0,1,0,0.0,-0.54,18
1,1,1,0,1,1,0,1,0,0.0,-0.54,19
1,0,1,0,0,0,1,1,1,0.0,-0.54,18
0,1,1,0,0,0,1,0,0,0.0,-0.54,13
1,0,0,1,1,1,0,1,1,0.0,-0.54,17
0,0,0,1,0,0,1,0,1,0.0,-0.54,9
0,0,0,1,1,0,1,1,1,0.0,-0.54,12
1,1,1,0,0,1,0,1,0,0.0,-0.54,21
1,1,1,0,1,0,1,1,0,0.0,-0.54,20
0,0,1,0,1,1,0,0,1,0.0,-0.54,10
0,0,1,1,1,1,0,1,1,0.0,-0.39177116616843455,1
0,1,1,1,1,1,0,1,0,0.0,-0.39177116616843455,1
0,0,0,1,0,1,1,0,1,0.0,-0.3726286318713057,1
1,0,1,0,1,0,0,1,1,0.0,-0.37,1
1,0,0,1,1,0,1,1,0,0.0,-0.31000000000000005,1
0,0,0,1,1,0,1,0,0,0.0,-0.31000000000000005,1
0,1,1,0,1,0,1,1,1,0.0,-0.307227375988696,1
