0,1,2,3,4,5,6,7,8,9,10,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,0,0,0,1,1,0,0.0,-189.16000000000003,770
1,1,1,1,0,1,1,1,0,0,1,0.0,-189.15999999999997,497
0,0,1,0,1,1,0,1,1,1,0,0.0,-171.31,277
1,1,0,1,0,0,1,0,0,0,1,0.0,-171.31,124
1,0,0,0,1,0,0,0,1,1,0,0.0,-166.25,64
0,1,1,1,0,1,1,1,0,0,1,0.0,-166.25,67
0,0,1,0,1,0,0,0,1,1,0,0.0,-162.35000000000002,55
1,1,0,1,0,1,1,1,0,0,1,0.0,-162.34999999999997,38
1,0,1,0,1,1,0,1,1,1,0,0.0,-148.40000000000003,16
0,1,0,1,0,0,1,0,0,0,1,0.0,-148.39999999999998,10
0,0,0,0,1,1,0,1,1,1,0,0.0,-144.5,9
1,1,1,1,0,0,1,0,0,0,1,0.0,-144.5,6
0,0,0,0,1,0,0,0,1,0,0,0.0,-142.52,13
1,1,1,1,0,1,1,1,0,1,1,0.0,-142.51999999999998,4
1,0,1,0,1,0,0,0,1,1,0,0.0,-139.44,4
0,1,0,1,0,1,1,1,0,0,1,0.0,-139.44,4
0,0,1,0,1,1,0,1,1,0,0,0.0,-124.67000000000002,6
0,1,1,1,1,1,1,1,1,1,0,0.0,-122.91,3
1,0,0,0,0,0,0,0,0,0,1,0.0,-122.91,10
0,1,1,1,0,0,1,0,0,0,1,0.0,-121.58999999999997,1
1,0,0,0,1,0,0,0,0,0,1,0.0,-109.62,3
0,1,1,1,0,1,1,1,1,1,0,0.0,-109.61999999999998,4
1,0,1,0,0,1,0,1,0,0,1,0.0,-105.06,6
0,1,0,1,1,0,1,0,1,1,0,0.0,-105.06,3
0,0,0,0,0,0,0,0,0,0,1,0.0,-100.0,2
0,0,1,1,1,1,0,1,1,1,0,0.0,-96.5,2
0,1,1,1,1,0,1,0,1,1,0,0.0,-78.25000000000001,1
1,1,0,0,0,1,1,1,0,0,1,0.0,-51.84,1
