0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-253.06000000000003,126
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-253.06,303
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-250.38,219
0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.0,-250.38000000000002,140
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.0,-239.23000000000005,47
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0.0,-239.23000000000002,109
1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-239.22,45
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-239.22000000000003,64
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0.0,-236.55000000000004,50
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0.0,-236.55,77
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-236.54000000000002,48
1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.0,-236.54,56
0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-229.15,22
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-229.15000000000003,41
0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.0,-226.47,25
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-226.47000000000003,24
1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.0,-225.39000000000001,19
0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0.0,-225.39,17
1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0.0,-222.71,18
