0,1,2,3,chain_break_fraction,energy,num_occurrences
0,0,1,1,0.0,-147.85,1117
1,1,0,0,0.0,-147.85,858
1,0,1,1,0.0,-100.0,13
0,1,0,0,0.0,-100.0,11
1,0,0,0,0.0,-47.85,1
