0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,chain_break_fraction,energy,num_occurrences
1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0.0,-406.37,207
0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0.0,-406.37,347
1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0.0,-399.26,143
0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0.0,-399.26,103
0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-397.94,112
1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0.0,-397.93999999999994,158
1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-390.83,65
0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0.0,-390.8299999999999,59
1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.0,-387.45000000000005,36
0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0.0,-387.45,37
1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0.0,-380.34,24
0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.0,-380.34000000000003,22
0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0.0,-379.02,23
1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0.0,-379.02,27
0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-377.9599999999999,60
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,-377.96000000000004,49
1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0.0,-371.90999999999997,8
0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0.0,-371.90999999999997,12
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,-370.85,12
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-370.85,28
0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-370.15,27
1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,-370.15000000000003,22
0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-369.53,19
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-369.53,33
0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,-363.04,19
1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-363.03999999999996,10
1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-362.41999999999996,9
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-362.42,15
1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-361.72,14
0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-361.72,11
1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0.0,-361.48,8
0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0.0,-361.48,5
0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.0,-359.03999999999996,10
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.0,-359.04,4
1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-354.61,2
0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-354.61,9
1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0.0,-354.37,1
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0.0,-354.37,3
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-353.05,3
1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0.0,-353.05000000000007,4
1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-352.87,3
0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-352.87,18
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.0,-351.93,5
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.0,-351.93,5
1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0.0,-351.51,5
0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0.0,-351.51000000000005,3
1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.0,-351.23,5
0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.0,-351.23,8
0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0,-350.61,3
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0.0,-350.61,6
1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-345.94,2
0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-345.76,2
