0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,chain_break_fraction,energy,num_occurrences
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-189.16,381
0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-189.15999999999997,676
0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0.0,-171.31,321
1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-171.31,93
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-166.25,23
1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-166.25,100
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-162.35,38
0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-162.3499999999999,48
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-148.39999999999998,7
1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0.0,-148.40000000000003,36
1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-144.5,10
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0.0,-144.5,16
0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0.0,-142.51999999999998,64
1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0.0,-142.51999999999998,19
1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,-140.95999999999998,9
0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0.0,-140.95999999999995,3
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-139.44,3
1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-139.43999999999994,5
1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,-132.78,2
0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0.0,-132.77999999999997,12
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0,-124.66999999999999,11
0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0.0,-124.67000000000002,9
1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0.0,-123.11,2
